Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Conseil 1 (product.metafields.custom.conseil_1),Conseil 2 (product.metafields.custom.conseil_2),Conseil 3 (product.metafields.custom.conseil_3),Question FAQ 1 (product.metafields.custom.question_faq_1),Question FAQ 2 (product.metafields.custom.question_faq_2),Question FAQ 3 (product.metafields.custom.question_faq_3),Question FAQ 4 (product.metafields.custom.question_faq_4),Titre Comment jouer (product.metafields.custom.titre_comment_jouer),Titre FAQ (product.metafields.custom.titre_faq),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Restrictions d’âge (product.metafields.shopify.age-restrictions),Caractéristiques du jeu de société (product.metafields.shopify.board-game-features),Mécanique du jeu de société (product.metafields.shopify.board-game-mechanics),Couleur (product.metafields.shopify.color-pattern),Compétences de dextérité (product.metafields.shopify.dexterity-skills),Type d’événement (product.metafields.shopify.event-type),Caractéristiques de jeu (product.metafields.shopify.game-features),Compétences de jeu (product.metafields.shopify.gameplay-skills),Rareté (product.metafields.shopify.rarity),Tranche d’âge recommandée (product.metafields.shopify.recommended-age-group),Thème (product.metafields.shopify.theme),Matériau du jeu/jouet (product.metafields.shopify.toy-game-material),Emballage de cartes à collectionner (product.metafields.shopify.trading-card-packaging),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
nidavellir-extension-idavoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/idavollverso.jpg?v=1747473659,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nidavellir-extension-thingvellir,Nidavellir Extension : Thingvellir,"<p>Cette extension pour Nidavellir introduit des cartes artefacts aux pouvoirs uniques, de nouveaux héros et héroïnes, et 2 classes de mercenaires.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"" data-mce-style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"" data-mce-style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"" data-mce-style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 5 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"" data-mce-style=""width: 42.1288%; text-align: center; height: 19.6px;"">45 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"" data-mce-style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'3760290560086,300.0,shopify,0,deny,manual,13.90,,true,true,,,,,'3760290560086,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/thingvellirrecto.jpg?v=1723822228,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,archived
nidavellir-extension-thingvellir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/thingvellirverso.jpg?v=1747473658,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nidavellir,Nidavellir,"<p>Plongez dans l’univers sombre et fascinant de <strong data-start=""105"" data-end=""119"">Nidavellir</strong>, où le royaume des nains est menacé par le terrifiant dragon Fafnir. Vous incarnez un « Elvaland », missionné par le roi pour recruter les guerriers, forgerons, chasseurs, mineurs et explorateurs les plus vaillants, afin de constituer l’armée ultime. Le jeu mêle enchères simultanées, collection de cartes et mécanisme de « coin-building », pour une expérience stratégique et tendue en 2 à 5 joueurs.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 5 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">45 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760290560109,1400.0,shopify,1,deny,manual,33.90,,true,true,,,,,'3760290560109,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/nidavellirrecto.jpg?v=1723820543,1,"",false,Nidavellir – Jeu d’enchères & recrutement stratégique,"Recrutez l’armée la plus vaillante dans Nidavellir : un jeu court, tactique et interactif mêlant enchères, collections et pièces à gérer.",,,,,,,,,,,,Observer les adversaires et réagir,Maîtriser le mécanisme de coin-building,Exploiter les classes de Nains et les combinaisons,a-t-il des extensions ou variantes à connaître ?,Quelle stratégie privilégier pour débuter ?,L’interaction entre joueurs est-elle importante ?,Le jeu est-il adapté à 2 joueurs ?,Comment jouer à Nidavellir,FAQ – Tout savoir sur Nidavellir,,,,,,,strategie,multicolore,,,,reflexion-strategique,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
nidavellir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/nidavellirverso.jpg?v=1747473658,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after-us,After Us,"<p>L'humanité a disparu, et les singes ont pris possession de la planète. Dans After Us, soyez le premier à atteindre 80 points. Tous les joueurs piochent simultanément les 4 premières cartes de leur deck, puis les places en ligne devant eux, dans l'ordre qui leur sera le plus profitable grâce aux différents effets qui s'activeront. </p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">45 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">14 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'3760273010355,1450.0,shopify,0,deny,manual,38.90,,true,true,,,,,'3760273010355,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/afterusrecto.jpg?v=1747473660,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; construction,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,archived
after-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/afterusverso.jpg?v=1747473658,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zero-a-cent-0-a-100,Zero A Cent (0 à 100),"<p>Zero à Cent, c'est un jeu de culture générale...pour ceux qui n'en ont pas ! Soyez la première équipe à vous débarrasser de vos cartes questions. En même temps, chaque équipe choisit une de ses questions, dont la réponse située au dos est un chiffre compris entre 0 et 100. L'équipe dont le chiffre se rapproche le plus du chiffre cible situé au centre de la table se débarrasse de sa carte !</p>
<p> </p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"" data-mce-style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"" data-mce-style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"" data-mce-style=""height: 19.6px; width: 30.704%; text-align: center;""><strong> 2 à 12 joueurs</strong></td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"" data-mce-style=""width: 42.1288%; text-align: center; height: 19.6px;""><strong>15 min</strong></td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"" data-mce-style=""width: 26.5982%; height: 19.6px; text-align: center;""><strong>12 ans et +</strong></td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'807658001140,150.0,shopify,1,deny,manual,11.90,,true,true,,,,,'807658001140,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/0a100recto.jpg?v=1747473658,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions,rouge,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
zero-a-cent-0-a-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/0a100verso.jpg?v=1747473656,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zero-a-mille-0-a-1000,Zero à Mille (0 à 1000),"<p>Zero à Mille, c'est un jeu de culture générale...pour ceux qui n'en ont pas ! Soyez la première équipe à vous débarrasser de vos cartes questions. En même temps, chaque équipe choisit une de ses questions, dont la réponse située au dos est un chiffre compris entre 0 et 1 000. L'équipe dont le chiffre se rapproche le plus du chiffre cible situé au centre de la table se débarrasse de sa carte !</p>
<p> </p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""><strong> 2 à 12 joueurs</strong></td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;""><strong>15 min</strong></td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;""><strong>12 ans et +</strong></td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'807658001256,150.0,shopify,2,deny,manual,11.90,,true,true,,,,,'807658001256,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/0a1000recto.jpg?v=1747473657,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions,rouge,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
zero-a-mille-0-a-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/0a1000verso.jpg?v=1747473655,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
focus,Focus,"<p>Focus est un jeu coopératif d'association d'idées. Faites deviner une carte à l'un de vos partenaire en lui donnant une carte indice, mais interdiction de parler ! Et attention à ce que l'indice que vous choisissez ne soi pas la carte que votre partenaire devait vous faire deviner ! Un jeu malin de déduction pour 2 joueurs.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"" data-mce-style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"" data-mce-style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"" data-mce-style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"" data-mce-style=""width: 42.1288%; text-align: center; height: 19.6px;"">15 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"" data-mce-style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770016789073,200.0,shopify,2,deny,manual,12.90,,true,true,,,,,'3770016789073,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/focusrecto.jpg?v=1747473657,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,extension-disponible,deduction-et-detectives; cooperative,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/focusverso.jpg?v=1747473655,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mind-up,Mind Up,"<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 3 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<p><!----></p>
<p data-start=""196"" data-end=""652""><strong data-start=""196"" data-end=""207"">Mind Up</strong> est un jeu de cartes tactique et accessible où anticipation et timing sont essentiels pour marquer des points. À chaque manche, tous les joueurs choisissent secrètement une carte avant de la révéler simultanément. Mais ici, la valeur ne fait pas tout : votre score dépendra aussi de votre position dans la ligne formée par les cartes jouées. Rapide, interactif et malin, Mind Up est parfait pour des parties dynamiques en famille ou entre amis.</p>",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'3760273010362,250.0,shopify,0,deny,manual,11.50,13.50,true,true,,,,,'3760273010362,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/minduprecto.jpg?v=1747473656,1,"",false,Mind Up – Jeu de cartes stratégique rapide,"Découvrez Mind Up, un jeu de cartes tactique et rapide où anticipation et timing sont essentiels pour marquer le plus de points.
",,,,,,,,,,,,Anticiper les choix adverses,Maîtriser le timing des cartes fortes,Exploiter les positions à fort potentiel,Mind Up repose-t-il uniquement sur le hasard ?,Le jeu est-il adapté aux joueurs occasionnels ?,Mind Up est-il rejouable ?,Y a-t-il beaucoup d’interaction entre les joueurs ?,Comment jouer au jeu Mind Up ?,FAQ – Tout savoir sur Mind Up,,,,,,extension-disponible,strategie,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
mind-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/mindupverso.jpg?v=1747473654,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dany-nouvelle-version,Dany (Nouvelle Version),"<p>Dany est un jeu à rôles cachés, de communication et d'interprétation. Un joueur incarne Dany, les autres incarnent ses personnalités et cherchent à le démaquer. A chaque tour, un joueur doit faire deviner un souvenir à l'aide de cartes représentant des dessins plus ou moins abstraits. Plus le groupe parvient à deviner de nombreuses fois les souvenirs, plus les personnalités ont de chance de se rapprocher de la victoire. Mais attention à Dany qui cherchera à brouiller les pistes !</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 3 à 8 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">14 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760290560338,550.0,shopify,1,deny,manual,19.90,,true,true,,,,,'3760290560338,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Danyrecto.jpg?v=1726848747,1,"",false,Acheter jeu de société Dany,"Dany est un jeu à rôles cachés, de communication et d'interprétation, basé sur la créativité et le bluff, parfait pour des soirées en famille ou entre amis.",,,,,,,,,,,,,,,,,,,,,,,,,,extension-disponible,strategie; jeux-de-role; role-cache; deduction-et-detectives,rouge; multicolore; blanc; noir,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
dany-nouvelle-version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Danyverso.jpg?v=1726848745,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juduku,Juduku,"<p>Juduku est le jeu d'ambiance de soirée par excellence. Le maître du jeu pioche une carte et pose la question à un autre qui aura 8 secondes pour répondre. Par exemple : ""cite 3 professions qui sont tout le temps en grève pour rien"". Si les réponses sont acceptées et données en 8 secondes maximum, le joueur marque 1 point et devient le nouveau maître du jeu. Le premier à 7 points remporte la partie. </p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""><strong> 2 à 12 joueurs</strong></td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;""><strong>30 min</strong></td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;""><strong>16 ans et +</strong></td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3770011991006,813.0,shopify,0,deny,manual,27.90,,true,true,,,,,'3770011991006,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/judukurecto.jpg?v=1747473655,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions,rouge,,,,dexterite; concentration,,18-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
juduku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/judukuverso.jpg?v=1747473653,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juduku-girlz-night,Juduku Girl'z Night,"<p>Dans cette version spéciale ""filles"" de Juduku, une joueuse pioche une carte et pose la question à une autre joueuse qui aura 8 secondes pour répondre. Par exemple : ""cite 3 habitudes bizarres que tu as avant un date"". Si les réponses sont acceptées et données en 8 secondes maximum, la joueuse marque 1 point. La première à marquer 7 points l'emporte ! Un jeu d'ambiance rapide et facile à prendre en main, dans une édition spéciale pour filles.</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""><strong> 2 à 10 joueurs</strong></td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;""><strong>30 min</strong></td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;""><strong>16 ans et +</strong></td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3770011991402,813.0,shopify,0,deny,manual,27.90,,true,true,,,,,'3770011991402,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/judukugirlrecto.jpg?v=1747473654,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions,rouge,,,,dexterite; concentration,,18-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
juduku-girlz-night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/judukugirlverso.jpg?v=1747473652,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olemains-famille,Olémains Famille,"<p>Une adaptation pour toute la famille de l'incontournable Olémains ! Un peu de culture générale mais surtout des grands fous rires pour toute la famille à partir de 8 ans. Mimez, chantez, décrivez... retrouvez les épreuves d'Olémains dans cette nouvelle version pour jouer avec les plus jeunes.</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 4 à 16 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",true,Title,Default Title,,,,,,,,'3770022054097,550.0,shopify,2,deny,manual,19.90,,true,true,,,,,'3770022054097,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/olemainsfamillerecto.jpg?v=1747473653,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,extension-disponible,,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
olemains-famille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/olemainsfamilleverso.jpg?v=1747473651,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mon-puzzle-aventure-dragon,Mon Puzzle Aventure : Dragon,"<p>Mon Puzzle Aventure, primé au festival des jeux de Cannes 2024, réinvente le puzzle classique pour en faire un jeu d'aventure pour enfant immersif. A chaque pièce placée, une partie de l'histoire est racontée, donnant des indices sur la prochaine pièce à trouver. Trouveras tu le dragon ?</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 1 + joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">5 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'9782492939112,627.0,shopify,2,deny,manual,14.90,,true,true,,,,,'9782492939112,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/puzzleaventurerecto.jpg?v=1747473652,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction; educatif; aventure-et-voyage,multicolore,,,,,,5-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
mon-puzzle-aventure-dragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/puzzleaventureverso.jpg?v=1747473651,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faraway,Faraway,"<p>Dans ce jeu primé au festival des jeux de Cannes 2024, les joueurs jouent à tour de rôle une carte pour composer une série de 8 cartes qui leur donneront des ressources, des objectifs et des points en fin de partie.</p>
<p>Mais une fois les 8 cartes posées, elles sont retournées face cachées, puis on les révèlent dans l'ordre inverse (de la dernière posée à la première), et on déclenche les effets. Faraway consiste donc à programmer la pose de ses cartes pour bénéficier de leurs effets lorsqu'on les retournera à la fin.</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">25 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760273010386,350.0,shopify,3,deny,manual,17.50,,true,true,,,,,'3760273010386,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/farawayrecto.jpg?v=1747473653,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
faraway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/farawayverso.jpg?v=1747473651,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trou-noir,Trou Noir,"<p>Dans Trou Noir, les équipes commencent tout en haut du plateau. Au gré des questions de cultures toutes plus ou moins improbables et insolites, vous perdrez des points si vous ne répondez pas correctement. La première équipe à atteindre le bas du plateau a perdu !</p>
<p> </p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"" data-mce-style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"" data-mce-style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"" data-mce-style=""height: 19.6px; width: 30.704%; text-align: center;""><strong> 2 à 16 joueurs</strong></td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"" data-mce-style=""width: 42.1288%; text-align: center; height: 19.6px;""><strong>30 min</strong></td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"" data-mce-style=""width: 26.5982%; height: 19.6px; text-align: center;""><strong>16 ans et +</strong></td>
</tr>
<tr>
<td style=""width: 30.704%; text-align: center;""><strong><br></strong></td>
<td style=""width: 42.1288%; text-align: center;""><strong><br></strong></td>
<td style=""width: 26.5982%; text-align: center;""><strong><br></strong></td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770011991419,1350.0,shopify,6,deny,manual,26.90,,true,true,,,,,'3770011991419,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/trounoirrecto.jpg?v=1747473651,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions,rouge,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
trou-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/trounoirverso.jpg?v=1747473650,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
